,id,name,caption,image_path,exists
26,ROCO_00034,PMC4305616_CRIVAM2015-954217.002.jpg," Fluoroscopy image of EVAR procedure.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4305616_CRIVAM2015-954217.002.jpg,True
27,ROCO_00035,PMC5350332_CRIPE2017-6969787.003.jpg," AP pelvis X-ray obtained 6 weeks from initial presentation which shows early femoral head collapse.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5350332_CRIPE2017-6969787.003.jpg,True
28,ROCO_00037,PMC3448318_medoral-17-e276-g003.jpg," Postoperative control following periapical surgery.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3448318_medoral-17-e276-g003.jpg,True
29,ROCO_00038,PMC3113364_CCRP2011-731758.003.jpg," CT image of the liver shows air in the hepatic veins (arrow) and air-contrast level in the inferior vena cava (arrowhead).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3113364_CCRP2011-731758.003.jpg,True
30,ROCO_00039,PMC5075623_CRIVAM2016-7519748.002.jpg," SFA perforated after Glidewire insertion in an attempt to cross the lesion.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5075623_CRIVAM2016-7519748.002.jpg,True
31,ROCO_00040,PMC4665132_SNI-6-180-g010.jpg," Postoperative computed tomography scan
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4665132_SNI-6-180-g010.jpg,True
32,ROCO_00041,PMC4900114_gr4a.jpg," 18-year-old woman with venous tumor thrombus. Axial T1W fat-saturated, postcontrast MR image of the pelvis.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4900114_gr4a.jpg,True
33,ROCO_00042,PMC4891922_12891_2016_1099_Fig3_HTML.jpg," X-ray control of calcaneus drilling
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4891922_12891_2016_1099_Fig3_HTML.jpg,True
34,ROCO_00043,PMC5024954_AJUM-18-19-g002.jpg," Transvaginal image of the maternal pelvis demonstrating cervical length. The probe is first advanced into the anterior fornix and then slightly withdrawn so that good image quality is maintained while avoiding placing pressure on the cervix. Cervical length is measured from internal to external os. The endocervical canal is also marked and can be differentiated by its echolucency. The anterior and posterior cervical walls are of similar thickness.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5024954_AJUM-18-19-g002.jpg,True
35,ROCO_00044,PMC3514928_CCD-3-248-g003.jpg," OPG showing a well defined corticated radiolucency containing two supernumerary premolars
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3514928_CCD-3-248-g003.jpg,True
36,ROCO_00045,PMC4599051_ott-8-2767Fig1.jpg," Computed tomography scan obtained on December 24, 2014 (7 days before treatment).Notes: Scan demonstrates a mass in the upper lobe of the left lung, multiple enlarged lymph nodes in the mediastinum, and pleural effusion; arrow indicates abundant pericardial effusion around the pericardium.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4599051_ott-8-2767Fig1.jpg,True
37,ROCO_00046,PMC4832035_gr1.jpg," Coronal contrast chest CT image showing the two aberrant arteries (white arrow) arising directly from the thoracic aorta and the left lower lobe cystic lesion.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4832035_gr1.jpg,True
38,ROCO_00047,PMC2747406_IJRI-19-36-g009.jpg," Osteoid osteoma in the femur. Axial CT scan shows a nidus (arrow) within the cortex, with surrounding dense sclerosis (arrowhead)
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2747406_IJRI-19-36-g009.jpg,True
39,ROCO_00048,PMC5571395_ijcpd-10-208-g004.jpg," Mandibular occlusal view radiograph showing fusion of mandibular teeth with talon cusp with respect to 41 and 42
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5571395_ijcpd-10-208-g004.jpg,True
40,ROCO_00049,PMC5123388_40349_2016_76_Fig29_HTML.jpg," Intraoperative T2w MR image showing the tumor and the first BBB target
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5123388_40349_2016_76_Fig29_HTML.jpg,True
41,ROCO_00050,PMC4239440_PAMJ-18-217-g001.jpg," Free air beneath the diaphragm at abdominal x-ray film
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4239440_PAMJ-18-217-g001.jpg,True
42,ROCO_00051,PMC1555629_ipej030023-02.jpg," Posteroanterior radiography immediately before reintervention showing the inferior vena caval loop of the pacemaker lead strongly attached to the endothelium. The tip of the electrode is still attached the right ventricular wall. At that time an exit block was predominantly existent.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC1555629_ipej030023-02.jpg,True
43,ROCO_00052,PMC4769813_PAMJ-22-319-g002.jpg," Après mise en place du drain thoracique
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4769813_PAMJ-22-319-g002.jpg,True
44,ROCO_00053,PMC4500841_270_2014_945_Fig1_HTML.jpg," Venography of left innominate vein using catheter introduced via right common femoral vein. The site of perforation is well seen
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4500841_270_2014_945_Fig1_HTML.jpg,True
45,ROCO_00054,PMC5337315_CRIHEP2017-8567695.001.jpg," CT spine showing a mass at level of C3 with marked osseous destruction.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5337315_CRIHEP2017-8567695.001.jpg,True
46,ROCO_00055,PMC3935260_JCIS-3-60-g019.jpg," Destroid lung due to progressive pulmonary tuberculosis in a 16-year-old boy. CT scan (lung window) shows diffuse bilateral small and large air-filled cystic lesions (black arrows) associated with ground-glass attenuation and disseminated miliary micronodular lesions on the right (white arrows).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3935260_JCIS-3-60-g019.jpg,True
47,ROCO_00056,PMC4778881_gox-4-e610-g001.jpg," View of giant cell tumor of thumb metacarpal preoperatively.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4778881_gox-4-e610-g001.jpg,True
48,ROCO_00057,PMC3352004_2047-783X-16-7-324-2.jpg," MRI showing high signals involving the superior sagittal sinus thrombosis on TW1.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3352004_2047-783X-16-7-324-2.jpg,True
49,ROCO_00058,PMC317358_1476-7120-1-16-51.jpg," Color Doppler echocardiography, parasternal modified short axis view. Middle LAD stenosis was incidentally found on rutine TTE. It was later confirmed by coronary angiography. See movie 13 [see Additional file 13]
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC317358_1476-7120-1-16-51.jpg,True
50,ROCO_00060,PMC3715333_amjcaserep-14-143-g003.jpg," Transverse view of lung using computed tomography. Leukemic infiltration is seen.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3715333_amjcaserep-14-143-g003.jpg,True
51,ROCO_00063,PMC3217870_1476-7120-9-29-5.jpg," Calculation of mitral valve area(MVA) via planimetry method from parasternal short-axis view in one patient with mitral annulus calcification(MAC) after PTMC.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3217870_1476-7120-9-29-5.jpg,True
52,ROCO_00064,PMC3391888_JMedLife-05-179-g003.jpg," Catch of the muscles with 5.0 non-resorbable suture thread and their resection near the insertion; Eye prosthesis made up of a Polymethyl methacrylate) (PMMA) ball covered with a Polyethylene terephthalate shell (Dacron)
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3391888_JMedLife-05-179-g003.jpg,True
53,ROCO_00065,PMC4783562_CRIOR2016-9348032.003.jpg," The AP view radiograph of the right hip demonstrates proximal migration of the lesser trochanter.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4783562_CRIOR2016-9348032.003.jpg,True
54,ROCO_00066,PMC4546967_CRIOR2015-301949.003.jpg," X-ray arthrogram showing mild contrast tracking along the proximal lateral aspect of the femoral component.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4546967_CRIOR2015-301949.003.jpg,True
55,ROCO_00067,PMC3038692_JBB2011-318346.003.jpg," 48 h reperfusion T2WI shows high-signal infarction smaller than lesion on DWI.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3038692_JBB2011-318346.003.jpg,True
56,ROCO_00069,PMC4307671_13256_2014_3068_Fig1_HTML.jpg,"  Computed tomography axial section after injection of contrast medium in parenchymal time showing a large thrombus in the left renal vein extending from the segmental renal veins to the inferior vena cava, complicated by cortical infarction.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4307671_13256_2014_3068_Fig1_HTML.jpg,True
57,ROCO_00070,PMC5050230_40902_2016_83_Fig3_HTML.jpg," Postoperative panoramic radiograph after surgery. The costochondral graft was adjusted to the left condyle area and secured on the left mandibular ramus by five bicortical screws for rigid internal fixation
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5050230_40902_2016_83_Fig3_HTML.jpg,True
58,ROCO_00071,PMC3785360_ccrep-1-2008-107f1.jpg," Solid—cystic teratoma containing different types of tissue like fat, albuminous liquid and other solid parts (MRI, T1-gradient echo sequence, coronal).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3785360_ccrep-1-2008-107f1.jpg,True
59,ROCO_00072,PMC5577639_rjx025f01.jpg," Dental panoramic tomograph from 2016 showing extensive bone loss of the right mandible, left coronoid process and ramus.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5577639_rjx025f01.jpg,True
60,ROCO_00074,PMC3973942_11748_2013_230_Fig1_HTML.jpg," Chest radiography shows a mass on the right lower mediastinum
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3973942_11748_2013_230_Fig1_HTML.jpg,True
61,ROCO_00075,PMC3362867_ci12001410.jpg," Radiation-induced liver disease: a 21-year-old woman with lymphoma of the right anterior chest wall. The patient received 39.6 Gy to the right chest wall. CT obtained 5 weeks after the completion of radiation therapy shows a well-defined area of low attenuation in the liver with a sharp demarcation between the area of radiation and the normal liver. This is consistent with the straight-border sign of radiation change.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3362867_ci12001410.jpg,True
62,ROCO_00077,PMC4647036_ijcpd-08-176-g004.jpg," Underfilled root canal with void
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4647036_ijcpd-08-176-g004.jpg,True
63,ROCO_00078,PMC3883187_IJSS-7-132-g002.jpg," Anterior-posterior radiograph of the left shoulder of a 36-year-old male patient showing the failed reconstruction of the acromioclavicular (AC) joint with an allograft because of type 5 AC separation
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3883187_IJSS-7-132-g002.jpg,True
64,ROCO_00080,PMC5087259_JCHIMP-6-32361-g002.jpg," CT head with IV contrast with an arrow that indicates cerebral venous sinus thrombosis.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5087259_JCHIMP-6-32361-g002.jpg,True
65,ROCO_00081,PMC3549440_PAMJ-13-59-g004.jpg," Pelvic X-RAY hours after the CT showed the gastric band and its connecting tube in the lower pelvis
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3549440_PAMJ-13-59-g004.jpg,True
66,ROCO_00083,PMC3646702_1749-8090-8-61-9.jpg," Aneurysm of the descending thoracic aorta with a transverse diameter of 3,1 cm.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3646702_1749-8090-8-61-9.jpg,True
67,ROCO_00085,PMC3201077_AJNS-5-70-g001.jpg," Contrast MRI head axial section showing an irregularly enhancing mass in the right medial temporal lobe anteriorly in the close proximity to the cavernous sinus and oculomotor nerve (arrow).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3201077_AJNS-5-70-g001.jpg,True
68,ROCO_00086,PMC194588_1471-230X-3-23-1.jpg," Endo-vaginal ultrasonography of anal sphincter in a patient with rectal prolapse: irregular and asymmetrical appearance of the internal anal sphincter (IAS arrow), without defect (A: anterior, and P: posterior).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC194588_1471-230X-3-23-1.jpg,True
69,ROCO_00087,PMC5144533_IJCCM-20-677-g002.jpg," Chest X-ray, which confirmed the position of guidewire, extending from the right internal jugular vein up to inferior vena cava
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5144533_IJCCM-20-677-g002.jpg,True
70,ROCO_00088,PMC4641558_10.1177_2054270415611833-fig2.jpg," Sagittal CT angiogram of abdomen demonstrating mechanical fragmentation and displacement of stent.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4641558_10.1177_2054270415611833-fig2.jpg,True
71,ROCO_00089,PMC5418872_gr4.jpg," Melorheostosis involving the ulnar aspect of the third proximal phalanx. Note that it takes on the appearance of dripping candle wax.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5418872_gr4.jpg,True
72,ROCO_00090,PMC4435316_crj-01-193-g001.jpg," Barium swallow demonstrating the obstructive appearance of the GCT.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4435316_crj-01-193-g001.jpg,True
73,ROCO_00091,PMC4613581_JoU-2013-0018-g013.jpg," Pancreatic pseudoaneurysm (arrow) visualized in color Doppler examination – a result of the damage of pancreaticoduodenal artery, a complication of AP
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4613581_JoU-2013-0018-g013.jpg,True
74,ROCO_00092,PMC5441492_medscimonit-23-2308-g002.jpg," MDCT angiography showing the location of CoA in a 1-month-old (B) girl (arrow).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5441492_medscimonit-23-2308-g002.jpg,True
75,ROCO_00093,PMC4376869_pone.0122749.g003.jpg," Anterior uveitis with cystoid macular edema.In a 57-year-old female with quiescent anterior uveitis, peripheral vessel leakage and cystoid macular edema were detected.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4376869_pone.0122749.g003.jpg,True
76,ROCO_00094,PMC5704880_medi-96-e8781-g001.jpg," Initial radiograph performed after the injury.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5704880_medi-96-e8781-g001.jpg,True
77,ROCO_00095,PMC5403477_etm-13-03-0905-g01.jpg," The high-frequency color Doppler ultrasonography manifestation of the apterium blood of the articulationes interphalangeae of digitus medius of the patients with bone erosion.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5403477_etm-13-03-0905-g01.jpg,True
78,ROCO_00096,PMC4228050_gr2.jpg," Image of the TMJ shows the morphology of the TMJ in an asymptomatic volunteer.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4228050_gr2.jpg,True
79,ROCO_00097,PMC2817869_1532-429X-12-1-1.jpg," Axial view of PET-CT scan image demonstrates a large hypermetabolic mass with intense uptake of F18 Levo-DOPA in the posterior mediastinum near the left atrium which is consistent with paraganglioma.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2817869_1532-429X-12-1-1.jpg,True
80,ROCO_00098,PMC2832618_1757-1626-3-55-1.jpg," Ocular ultrasound of the left eye demonstrating the dislocated lens in the vitreous cavity. Ocular ultrasound of the left eye at presentation demonstrating the dislocated lens (heterogeneous hyperechogenic oval-shaped mass) within the vitreous cavity (hypoechogenic).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2832618_1757-1626-3-55-1.jpg,True
81,ROCO_00100,PMC3915941_PWKI-9-20462-g002.jpg," Collateral circulation from the conus artery to the left anterior descending artery
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3915941_PWKI-9-20462-g002.jpg,True
82,ROCO_00101,PMC4229816_JIOH-6-108-g003.jpg," Panoramic radiograph showing extensive radio-opaque lesion with well-defined corticated border.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4229816_JIOH-6-108-g003.jpg,True
83,ROCO_00102,PMC4996598_fig-2.jpg," CT scan of abdomen and pelvis with IV contrast coronal section showing perinephric hematoma, nonobtructive lower pole 6 mm stone and 1.1 cm obstructive proximal ureteral stone (arrow heads). Marked left perinephric stranding with extension of extracapsular hematoma to distal aorta, iliac vessels, and presacral space was noted.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4996598_fig-2.jpg,True
84,ROCO_00103,PMC3467448_kcj-42-629-g001.jpg," Transthoracic echocardiography showed severely increased aortic root and ascending aorta with intimal flap.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3467448_kcj-42-629-g001.jpg,True
85,ROCO_00104,PMC5378858_CCR3-5-501-g004.jpg," Peripherally enhancing, irregular, marginated, subcentimeter lesion in segment IVa, and segment VII of liver‐ suspicious of metastasis.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5378858_CCR3-5-501-g004.jpg,True
86,ROCO_00105,PMC3272911_JCIS-1-43-g003.jpg," T1 axial image shows hypointense lesions in the pontine region and at the periphery of the pons. Central pontine myelinolysis is a likely diagnosis, however, involvement of the temporal lobe and clinical features makes central pontine myelinolysis unlikely.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3272911_JCIS-1-43-g003.jpg,True
87,ROCO_00106,PMC3174812_z9k0091109120002.jpg," An inflated representation of the right hemisphere of a representative participant (medial and lateral views) marked with the locations of the regions of interest (ROIs) that were studied. CSv, cingulate sulcus visual area; PcM, precuneus; VIP, ventral intraparietal area; p2v, putative area 2v; PIVC, parietoinsular vestibular cortex.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3174812_z9k0091109120002.jpg,True
88,ROCO_00107,PMC2783156_1757-1626-2-207-3.jpg," MRI showing that the mass was greatly enhanced, with a clear portion in the nearby tissues.MRI showing that the mass was greatly enhanced, with a clear portion in the nearby tissues
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2783156_1757-1626-2-207-3.jpg,True
89,ROCO_00109,PMC3470989_1752-1947-6-337-5.jpg," A post-operative axial magnetic resonance image. The signal void caused by the presence of the steel and titanium implants obscures any details of the spinal cord or decompression.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3470989_1752-1947-6-337-5.jpg,True
90,ROCO_00110,PMC4929806_CCR3-4-682-g003.jpg," Neonatal chest X‐ray of the larger fetus.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4929806_CCR3-4-682-g003.jpg,True
91,ROCO_00111,PMC3508530_CRIM.UROLOGY2012-484790.002.jpg," Coronal T1-weighted magnetic resonance imaging showing a tumor with homogenous low-signal intensity and well-defined margins.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3508530_CRIM.UROLOGY2012-484790.002.jpg,True
92,ROCO_00112,PMC3649588_jscr-2012-8-6fig3.jpg," CT showing gutta percha point communicating with the periapical area
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3649588_jscr-2012-8-6fig3.jpg,True
93,ROCO_00115,PMC4040944_TODENTJ-8-85_F1.jpg," Conventional design for hybrid prosthesis with long distal cantilevers.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4040944_TODENTJ-8-85_F1.jpg,True
94,ROCO_00116,PMC3298198_wjem-13-01-40w-f01.jpg," Plain radiographs, though less sensitive than computed tomography, are an acceptable screening examination. A calcific focus is visible just anterior to C1.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3298198_wjem-13-01-40w-f01.jpg,True
